stop_id_raw,stop_name,mode,Headway_Min,Freq_Class
3719,EDMONDSON AVE & ROSEDALE ST opp fs,localbus,10.7,Moderate Frequency
4430,FRANKLIN ST & FRANKLINTOWN RD fs eb,localbus,10.7,Moderate Frequency
3903,MLK BLVD & FAYETTE ST fs wb,localbus,8.8,High Frequency
3904,BALTIMORE ST & FREMONT AVE fs wb,localbus,8.7,High Frequency
3905,BALTIMORE ST & POPPLETON ST wb,localbus,8.8,High Frequency
12320,BALTIMORE ST & ARLINGTON AVE wb,localbus,8.8,High Frequency
55,Baltimore St & Carey St,localbus,8.7,High Frequency
3910,BALTIMORE ST & CALHOUN ST wb,localbus,8.6,High Frequency
3912,BALTIMORE ST & GILMOR ST wb,localbus,19.4,Moderate Frequency
12273,BALTIMORE ST & FULTON AVE wb,localbus,19.4,Moderate Frequency
3918,BALTIMORE & PULASKIwb,localbus,19.4,Moderate Frequency
3919,BALTIMORE ST & SMALLWOOD ST wb,localbus,19.4,Moderate Frequency
3921,BALTIMORE ST & GORMAN AVE wb,localbus,19.4,Moderate Frequency
3922,BALTIMORE ST & CATHERINE ST wb,localbus,19.4,Moderate Frequency
3923,BALTIMORE ST & FRANKLINTOWN RD wb,localbus,19.4,Moderate Frequency
10407,BALTIMORE ST & BERNICE AVEwb,localbus,19.4,Moderate Frequency
3929,BALTIMORE ST & HILTON ST wb,localbus,19.4,Moderate Frequency
3930,CATON AVE & MORLEY ST wb,localbus,19.4,Moderate Frequency
3932,CATON AVE & CULVER ST fs wb,localbus,19.4,Moderate Frequency
3933,MONASTERY AVE & ST JOSPEH ST sb,localbus,19.4,Moderate Frequency
3935,MONASTERY AVE & OLD FREDERICK RD sb,localbus,19.4,Moderate Frequency
3937,OLD FREDERICK RD & COLLINSAVE,localbus,19.4,Moderate Frequency
3939,OLD FREDERICK RD & WOODINGTON RD,localbus,19.4,Moderate Frequency
12411,ATHOL AVE & OLD FREDERICK RD fs nb,localbus,19.4,Moderate Frequency
12412,ATHOL AVE & CHERRY WY opp nb,localbus,19.4,Moderate Frequency
3949,BALTIMORE NATIONAL PIKE & GREENWICH AVE wb,localbus,18.1,Moderate Frequency
12418,BALTIMORE NATIONAL PIKE & GREENWICH AVE eb,localbus,18.7,Moderate Frequency
11170,ATHOL AVE & EDMONDSON AVE fs sb,localbus,20.0,Moderate Frequency
3705,ATHOL AVE & CHERRY WY sb,localbus,20.0,Moderate Frequency
8930,OLD FREDERICK & ATHOL AVE fs eb,localbus,20.0,Moderate Frequency
3708,OLD FREDERICK RD & WOODINGTON RD fs eb,localbus,20.0,Moderate Frequency
3710,OLD FREDERICK RD & COLLINS AVE eb,localbus,20.0,Moderate Frequency
3712,OLD FREDERICK RD & MONASTERY AVE eb,localbus,20.0,Moderate Frequency
3713,41 CULVER ST mb,localbus,20.0,Moderate Frequency
3714,CULVER ST & ST JOSEPH ST mid eb,localbus,20.0,Moderate Frequency
3715,CULVER ST & CATON AVE eb,localbus,20.0,Moderate Frequency
342,CATON AVE & MORLEY ST eb,localbus,20.0,Moderate Frequency
3717,BALTIMORE ST & HILTON ST fs eb,localbus,20.0,Moderate Frequency
12321,BALTIMORE ST & ROSEDALE ST eb,localbus,20.0,Moderate Frequency
10403,BALTIMORE ST & FRANKLINTOWN RD eb,localbus,20.0,Moderate Frequency
3724,BALTIMORE ST & CATHERINE ST eb,localbus,20.0,Moderate Frequency
3725,BALTIMORE ST & CALVERTON RD eb,localbus,20.0,Moderate Frequency
3726,BALTIMORE ST & SMALLWOOD ST eb,localbus,20.0,Moderate Frequency
3728,BALTIMORE ST & PULASKI ST eb,localbus,20.0,Moderate Frequency
3731,BALTIMORE ST & FULTON AVE eb,localbus,20.0,Moderate Frequency
3733,BALTIMORE ST & GILMOR ST fs eb,localbus,8.5,High Frequency
3734,BALTIMORE ST & CALHOUN ST eb,localbus,8.5,High Frequency
277,BALTIMORE ST & CAREYST eb,localbus,8.5,High Frequency
56,Baltimore St & Arlington Ave,localbus,8.5,High Frequency
58,Baltimore St & Poppleton St,localbus,6.0,High Frequency
59,Baltimore St & MLK Blvd,localbus,5.8,High Frequency
14087,UM MEDICAL CENTER BAY 1,localbus,5.7,High Frequency
62,Baltimore St & Paca St,localbus,4.2,High Frequency
10568,BALTIMORE ST & BALTIMORE ARENA,localbus,8.0,High Frequency
13524,MONDAWMIN METRO STATION BAY 4,localbus,22.5,Low Frequency
2583,DICKEY HILL RD & FOREST PARK AVE wb,localbus,41.5,Infrequent
2555,DICKEY HILL RD & SEKOTS RD opp eb,localbus,41.5,Infrequent
2556,DICKEY HILL RD & CRIMEA RD wb,localbus,41.5,Infrequent
2558,TUCKER LN & WINDSOR MILL RD sb,localbus,41.5,Infrequent
2975,WINDSOR GARDENS LN & BERNARD E MASON APARTMENTS eb,localbus,21.0,Low Frequency
12034,WINDSOR MILL RD & CRIMEA RD fs mb wb,localbus,41.5,Infrequent
2562,WINDSOR MILL RD & KERNAN HOSPITAL fs wb,localbus,41.5,Infrequent
2578,WINDSOR MILL RD & OAK DR eb,localbus,41.9,Infrequent
12033,WINDSOR MILL RD & CRIMEA RD fs eb,localbus,42.0,Infrequent
2976,TUCKER LN & WINDSOR MILL RD fs nb,localbus,41.9,Infrequent
2557,DICKEY HILL RD & TUCKER LN eb,localbus,41.7,Infrequent
3262,DICKEY HILL RD & FOREST PARK AVE eb,localbus,41.7,Infrequent
2597,CLIFTON AV & PROSPECT 1 2011,localbus,41.6,Infrequent
10724,CLIFTON AVE & HOLLY AVE opp eb,localbus,41.6,Infrequent
2987,CLIFTON AVE & GARRISON BLVD eb,localbus,38.6,Infrequent
14192,CLIFTON AVE & EDGEWOOD ST,localbus,7.5,High Frequency
3208,SARATOGA ST & GUILFORD AVE wb,localbus,7.9,High Frequency
3210,SARATOGA ST & CALVERT ST wb,localbus,7.6,High Frequency
3211,SARATOGA ST & SAINT PAUL ST mb wb,localbus,8.0,High Frequency
3213,SARATOGA ST & CATHEDRAL ST wb,localbus,8.1,High Frequency
3215,SARATOGA ST & HOWARD ST wb,localbus,7.9,High Frequency
8444,SARATOGA ST & EUTAW ST wb,localbus,7.9,High Frequency
3218,SARATOGA ST & PACA ST wb,localbus,7.9,High Frequency
3220,SARATOGA ST & GREENE ST wb,localbus,15.7,Moderate Frequency
3222,SARATOGA ST & MLK BLVD fs wb,localbus,15.7,Moderate Frequency
3223,SARATOGA ST & FREMONT AVE wb,localbus,15.7,Moderate Frequency
3224,SARATOGA ST & SCHRODER ST wb,localbus,15.7,Moderate Frequency
3225,ARLINGTON AVE & MULBERRY ST nb,localbus,15.7,Moderate Frequency
3226,ARLINGTON AVE & FRANKLIN ST nb,localbus,15.7,Moderate Frequency
3227,EDMONDSON AVE & ARLINGTON AVE fs nb,localbus,15.7,Moderate Frequency
10467,EDMONDSON AVE & CAREY ST wb,localbus,15.7,Moderate Frequency
3229,EDMONDSON AVE & STRICKER ST wb,localbus,15.5,Moderate Frequency
3231,EDMONDSON AVE & FULTON AVE wb,localbus,15.5,Moderate Frequency
3233,EDMONDSON AVE & MONROE ST wb,localbus,15.0,Moderate Frequency
3238,EDMONDSON AVE & WARWICK AVE wb,localbus,15.0,Moderate Frequency
3240,EDMONDSON AVE & BRADDISH AVE fs wb,localbus,15.0,Moderate Frequency
3243,EDMONDSON AVE & POPLAR GROVE ns wb,localbus,15.0,Moderate Frequency
7214,GARRISON BLVD & WINDSOR AVE nb,localbus,15.0,Moderate Frequency
7217,GARRISON BLVD & GWYNNS FALLS PKWY nb,localbus,15.0,Moderate Frequency
7218,GARRISON BLVD & MONDAWMIN AVE nb,localbus,15.0,Moderate Frequency
7220,GARRISON BLVD & ALTO RD nb,localbus,15.0,Moderate Frequency
7221,GARRISON BLVD & BATEMAN AVE nb,localbus,15.0,Moderate Frequency
7224,GARRISON BLVD & EDGEWOOD ST nb,localbus,15.0,Moderate Frequency
7226,GARRISON BLVD & WOODHAVEN AVE nb,localbus,15.0,Moderate Frequency
7227,GARRISON BLVD & CALLAWAY AVE fs nb,localbus,15.0,Moderate Frequency
7229,GARRISON BLVD & FOREST PARK AVE nb,localbus,15.0,Moderate Frequency
6226,GARRISON BLVD & LIBERTY HEIGHTS AVE fs nb,localbus,15.0,Moderate Frequency
7232,GARRISON BLVD & DORCHESTER RD nb,localbus,15.0,Moderate Frequency
7234,GARRISON BLVD & BARRINGTON RD nb,localbus,15.2,Moderate Frequency
7235,GARRISON BLVD & BELLE AVE fs nb,localbus,15.0,Moderate Frequency
6227,GARRISON BLVD & BOARMAN AVE nb,localbus,15.2,Moderate Frequency
7237,GARRISON BLVD & RIDGEWOOD AVE nb,localbus,15.0,Moderate Frequency
7238,GARRISON BLVD & FERNHILL AVE nb,localbus,15.2,Moderate Frequency
7239,GARRISON BLVD & PENHURST AVE fs nb,localbus,15.2,Moderate Frequency
7240,GARRISON BLVD & BELVIEU AVE fs nb,localbus,15.2,Moderate Frequency
14093,ROGERS AVE METRO STATION BAY 1,localbus,7.9,High Frequency
50,Calhoun St & Harlem Ave,localbus,13.0,Moderate Frequency
5579,GARRISON BLVD & GROVELAND AVE sb,localbus,15.4,Moderate Frequency
7151,GARRISON BLVD & PENHURST AVE sb,localbus,15.4,Moderate Frequency
7152,GARRISON BLVD & FERNHILL AVE sb,localbus,15.4,Moderate Frequency
7153,GARRISON BLVD & RIDGEWOOD AVE sb,localbus,15.4,Moderate Frequency
6232,GARRISON BLVD & COLD SPRING LN sb,localbus,15.4,Moderate Frequency
7156,GARRISON BLVD & BELLE AVE sb,localbus,15.4,Moderate Frequency
9008,GARRISON BLVD & BARRINGTON RD,localbus,15.4,Moderate Frequency
7159,GARRISON BLVD & DORCHESTER RD sb,localbus,15.4,Moderate Frequency
6233,GARRISON BLVD & LIBERTY HEIGHTS AVE sb,localbus,15.4,Moderate Frequency
7162,GARRISON BLVD & NORFOLK AVE sb,localbus,15.4,Moderate Frequency
7164,GARRISON BLVD & BONNER RD fs,localbus,15.4,Moderate Frequency
7165,GARRISON BLVD & WOODHAVEN AVE sb,localbus,15.4,Moderate Frequency
7167,GARRISON BLVD & DUVALL ST sb,localbus,15.4,Moderate Frequency
7170,GARRISON BLVD & BATEMAN AVE sb,localbus,15.4,Moderate Frequency
7171,GARRISON BLVD & ALTO RD sb,localbus,15.4,Moderate Frequency
7175,GARRISON BLVD & GWYNNS FALLS PKWY sb,localbus,15.4,Moderate Frequency
7177,GARRISON BLVD & OVAL DR sb,localbus,15.4,Moderate Frequency
3005,EDMONDSON & POPLAR GROVE eb,localbus,15.0,Moderate Frequency
3007,EDMONDSON AVE & ASHBURTON ST fs eb,localbus,15.0,Moderate Frequency
3008,EDMONDSON AVE & DOSWELL AVE eb,localbus,15.0,Moderate Frequency
3009,EDMONDSON AVE & WARWICK AVE eb,localbus,15.0,Moderate Frequency
3010,EDMONDSON AVE & BENTALOU ST eb,localbus,15.0,Moderate Frequency
3014,EDMONDSON AVE & MONROE ST eb,localbus,15.0,Moderate Frequency
3016,EDMONDSON AVE & FULTON AVE eb,localbus,15.0,Moderate Frequency
3019,EDMONDSON AVE & STRICKER ST fs eb,localbus,15.0,Moderate Frequency
3020,EDMONDSON AVE & CAREY ST eb,localbus,15.2,Moderate Frequency
3021,EDMONDSON AVE & ARLINGTON AVE eb,localbus,15.2,Moderate Frequency
3022,ARLINGTON AVE & FRANKLIN ST sb,localbus,15.2,Moderate Frequency
3023,ARLINGTON AVE & MULBERRY ST fs sb,localbus,15.2,Moderate Frequency
11355,SARATOGA ST & SCHROEDER ST eb,localbus,15.2,Moderate Frequency
11356,SARATOGA ST & FREMONT ST eb,localbus,15.2,Moderate Frequency
12570,SARATOGA ST & MLK BLVD eb,localbus,15.2,Moderate Frequency
3034,SARATOGA ST & HOWARD ST eb,localbus,8.4,High Frequency
3035,SARATOGA ST & PARK AVE eb,localbus,8.7,High Frequency
3036,SARATOGA ST & LIBERTYST eb,localbus,8.7,High Frequency
3038,SARATOGA ST & CHARLES ST eb,localbus,8.8,High Frequency
12571,SARATOGA ST & SAINT PAUL PL eb,localbus,8.7,High Frequency
3040,LEXINGTON ST & CALVERT ST eb,localbus,14.5,Moderate Frequency
3048,LEXINGTON ST & HOLLIDAY ST eb,localbus,14.5,Moderate Frequency
10309,REISTERSTOWN PLAZA STAT nb,localbus,17.8,Moderate Frequency
10809,MOUNT HOPE DR & VERTIS PARK DR eb,localbus,17.7,Moderate Frequency
4821,MOUNT HOPE DR & METRO DR wb,localbus,34.8,Infrequent
13674,METRO DR & MARIAN DR nb,localbus,34.8,Infrequent
10881,5601 METRO DR,localbus,34.8,Infrequent
10882,NORTHERN PKWY & NORTHWEST PLAZA eb,localbus,34.8,Infrequent
4823,WABASH AVE & NORTHERN PKWY fs sb,localbus,34.8,Infrequent
4824,WABASH AVE & ROGERS AVE sb,localbus,34.8,Infrequent
14097,ROGERS AVE METRO STATION BAY 5,localbus,17.8,Moderate Frequency
14111,COLD SPRING METRO STATION BAY 1,localbus,18.6,Moderate Frequency
6373,BELLE AVE & DOLFIELD AVE wb,localbus,34.8,Infrequent
6374,DOLFIELD AVE & GRANTLEY RD sb,localbus,34.8,Infrequent
6376,DOLFIELD AVE & EDGEWOOD RD sb,localbus,34.8,Infrequent
6234,DOLFIELD AVE & HILTON RD sb,localbus,34.8,Infrequent
6379,HILTON RD & BARRINGTON RD sb,localbus,34.8,Infrequent
6235,HILTON RD & LIBERTY HEIGHTS AVE sb,localbus,34.8,Infrequent
12248,HILTON ST & FAIRVIEW AVE,localbus,34.8,Infrequent
335,HILTON ST & POWHATAN AVE sb,localbus,34.8,Infrequent
336,HILTON ST & CARLISLE AVE sb,localbus,34.8,Infrequent
338,HILTON ST & PIEDMONT AVE sb,localbus,34.8,Infrequent
6382,GWYNNS FALLS PKWY & ELLAMONT ST,localbus,34.8,Infrequent
6384,GWYNNS FALLS PKWY & LONGWOOD ST eb,localbus,34.8,Infrequent
6389,GWYNNS FALLS PKWY & DUKELAND ST eb,localbus,34.8,Infrequent
14200,GWYNNS FALLS PKWY & TIOGA PKWY eb fs,localbus,34.8,Infrequent
758,FREDERICK DOUGLASS HIGH SCHOOL,localbus,34.8,Infrequent
13568,ELGIN AVE & MONROE ST fs,localbus,17.9,Moderate Frequency
13525,MONDAWMIN METRO STATION BAY 5,localbus,17.8,Moderate Frequency
7308,MCCULLOH ST & GREENSPRING AVE nb,localbus,10.4,Moderate Frequency
167,Reisterstown Rd & Chowan Ave,localbus,6.9,High Frequency
168,Reisterstown Rd & Druid Park Dr,localbus,9.1,High Frequency
10028,PARK HEIGHTS AVE & DRUID PARK DR fs nb,localbus,12.1,Moderate Frequency
1064,PARK HEIGHTS AVE & HILLDALE AVE fs nb,localbus,12.1,Moderate Frequency
1066,PARK HEIGHTS AVE & VIOLET AVE nb,localbus,12.0,Moderate Frequency
748,MONTE VERDE APARTMENTS,localbus,17.9,Moderate Frequency
750,PARK HEIGHTS AVE & HILLDALE AVE sb,localbus,12.6,Moderate Frequency
10858,TOWANDA AVE & 1ST LIBERTY VILLAGE ENTRANCE sb,localbus,35.5,Infrequent
10859,TOWANDA AVE & 2ND LIBERTY VILLAGE ENTRANCE sb,localbus,35.5,Infrequent
10860,TOWANDA AVE & ANOKA AVE opp sb,localbus,35.5,Infrequent
6493,GWYNNS FALLS PKWY & DUKELAND ST wb,localbus,35.5,Infrequent
6495,GWYNNS FALLS PKWY & LONGWOOD ST wb,localbus,35.5,Infrequent
6497,GWYNNS FALLS PKWY & ELLAMONT ST wb,localbus,35.5,Infrequent
244,HILTON ST & TROY ST opp nb,localbus,35.5,Infrequent
246,HILTON ST & CARLISLE AVE nb,localbus,35.5,Infrequent
247,HILTON ST & POWHATAN AVE fs nb,localbus,35.5,Infrequent
248,HILTON ST & FAIRVIEW AVE nb,localbus,35.5,Infrequent
251,HILTON ST & LIBERTY HEIGHTS AVE nb,localbus,35.5,Infrequent
6501,HILTON RD & BARRINGTON RD nb,localbus,35.5,Infrequent
6502,DOLFIELD AVE & HILTON RD fs nb,localbus,35.5,Infrequent
6504,DOLFIELD AVE & EDGEWOOD RD nb,localbus,35.5,Infrequent
6505,DOLFIELD AVE & GRANTLEY RD nb,localbus,35.5,Infrequent
6506,DOLFIELD AVE & BELLE AVE nb,localbus,35.5,Infrequent
11390,NORTHERN PKWY & NORTHWEST PLAZA ENTRANCE wb,localbus,35.5,Infrequent
11391,NORTHERN PKWY & METRO DR wb,localbus,35.5,Infrequent
5076,METRO DR & SETON DR,localbus,35.5,Infrequent
1196,REISTERSTOWN RD & LABYRINTH RD opp sb,localbus,15.7,Moderate Frequency
7470,REISTERSTOWN RD & CLARKS LN fs sb,localbus,15.7,Moderate Frequency
7469,REISTERSTOWN RD & REISTERSTOWN PLAZA ENTRANCE,localbus,15.7,Moderate Frequency
1201,REISTERSTOWN RD & FORDS LA sb,localbus,24.2,Low Frequency
7301,REISTERSTOWN RD & FORDLEIGH RD sb,localbus,24.2,Low Frequency
1204,REISTERSTOWN RD & PINKNEY RD sb,localbus,24.2,Low Frequency
1206,REISTERSTOWN RD & GLEN AVE opp sb,localbus,24.2,Low Frequency
1211,REISTERSTOWN RD & NEWBERN AVE sb,localbus,24.2,Low Frequency
1212,REISTERSTOWN RD & HAYWARD AVE fs sb,localbus,24.2,Low Frequency
1214,REISTERSTOWN RD & BELVEDERE AVE fs sb,localbus,24.1,Low Frequency
1215,REISTERSTOWN RD & GARRISON AVE fs sb,localbus,24.2,Low Frequency
1216,REISTERSTOWN RD & LEWIN AVE sb,localbus,24.2,Low Frequency
1217,REISTERSTOWN RD & LUCILLE mid sb,localbus,24.1,Low Frequency
1218,REISTERSTOWN RD & VIRGINIA AVE sb,localbus,24.1,Low Frequency
1221,REISTERSTOWN RD & COLD SPRING LN sb,localbus,24.1,Low Frequency
1223,REISTERSTOWN RD & GRANTLY AVE fs sb,localbus,24.1,Low Frequency
1225,REISTERSTOWN RD & OSWEGO AVE opp sb,localbus,24.1,Low Frequency
1226,REISTERSTOWN RD & SHIRLEY AVE sb,localbus,24.1,Low Frequency
1227,REISTERSTOWN RD & KEYWORTH AVE sb,localbus,24.1,Low Frequency
1228,REISTERSTOWN RD & SPRINGHILL AVE sb,localbus,24.1,Low Frequency
1230,REISTERSTOWN RD & ULMAN AVE sb,localbus,24.1,Low Frequency
1231,REISTERSTOWN RD & HILLDALE AVE sb,localbus,24.1,Low Frequency
23,Reisterstown Rd & Druid Park Dr,localbus,8.1,High Frequency
12634,REISTERSTOWN RD & CHOWAN AVE sb,localbus,8.1,High Frequency
24,Reisterstown Rd & Wichita Ave,localbus,7.9,High Frequency
25,Reisterstown Rd & Ocala Ave,localbus,7.9,High Frequency
13526,MONDAWMIN METRO STATION BAY 6,localbus,12.3,Moderate Frequency
1372,REISTERSTOWN RD & PARK HEIGHTS AVE fs nb,localbus,24.9,Low Frequency
1374,REISTERSTOWN RD & ULMAN AVE nb,localbus,24.9,Low Frequency
1375,REISTERSTOWN RD & VIOLET AVE,localbus,24.9,Low Frequency
1377,REISTERSTOWN RD & KEYWORTH AVE nb,localbus,24.9,Low Frequency
1378,REISTERSTOWN RD & SHIRLEY AVE nb,localbus,24.9,Low Frequency
1381,REISTERSTOWN RD & CLASSEN AVE nb,localbus,24.9,Low Frequency
1382,REISTERSTOWN RD & COLDSPRING LN nb,localbus,24.2,Low Frequency
1383,REISTERSTOWN RD & WYLIE AVE nb,localbus,24.2,Low Frequency
1385,REISTERSTOWN RD & VIRGINIA AVE nb,localbus,24.2,Low Frequency
1387,REISTERSTOWN RD & LUCILLE AVE nb,localbus,24.2,Low Frequency
12635,REISTERSTOWN RD & MANCHESTER AVE nb,localbus,24.2,Low Frequency
1389,REISTERSTOWN RD & OAKMONT AVE nb,localbus,24.2,Low Frequency
1390,REISTERSTOWN RD & GARRISON AVE nb,localbus,24.2,Low Frequency
1393,REISTERSTOWN RD & BELVEDERE AVE nb,localbus,24.2,Low Frequency
1394,REISTERSTOWN RD & HAYWARD AVE nb,localbus,24.2,Low Frequency
1395,REISTERSTOWN RD & LEWISTON AVE nb,localbus,24.2,Low Frequency
1396,REISTERSTOWN RD & ROGERS AVE nb,localbus,24.2,Low Frequency
1401,REISTERSTOWN RD & PRIMROSE AVE fs,localbus,16.1,Moderate Frequency
1404,REISTERSTOWN RD & PINKNEY RD nb,localbus,16.1,Moderate Frequency
1407,REISTERSTOWN RD & FORDLEIGH RD nb,localbus,16.1,Moderate Frequency
1409,REISTERSTOWN RD & BANCROFT RD nb,localbus,15.7,Moderate Frequency
7473,REISTERSTOWN RD & CLARKS LN nb,localbus,15.7,Moderate Frequency
1412,REISTERSTOWN RD & LABYRINTH RD nb,localbus,15.6,Moderate Frequency
6122,REISTERSTOWN RD & FALLSTAFF RD nb,localbus,15.6,Moderate Frequency
12643,PARK HEIGHTS AVE & SHELBURNE RD sb,localbus,19.0,Moderate Frequency
706,PARK HEIGHTS AVE & SEVEN MILE LN sb,localbus,19.0,Moderate Frequency
709,PARK HEIGHTS AVE & LABYRINTH RD sb,localbus,16.8,Moderate Frequency
710,PARK HEIGHTS AVE & CLARINTH RD sb,localbus,18.1,Moderate Frequency
10320,PARK HEIGHTS AVE & CLARKS LN sb,localbus,16.9,Moderate Frequency
718,PARK HEIGHTS AVE & GLEN AVE sb,localbus,17.7,Moderate Frequency
723,PARK HEIGHTS AVE & NORTHERN PKWY sb,localbus,17.7,Moderate Frequency
7327,PARK HEIGHTS AVE & INGLESIDE AVE fs sb,localbus,17.7,Moderate Frequency
728,PARK HEIGHTS AVE & HAYWARD AVE sb,localbus,17.7,Moderate Frequency
730,PARK HEIGHTS AVE & BELVEDERE AVE sb,localbus,17.9,Moderate Frequency
731,PARK HEIGHTS AVE & SPAULDING AVE sb,localbus,18.2,Moderate Frequency
732,PARK HEIGHTS & GARRISON AVE sb,localbus,18.2,Moderate Frequency
733,PARK HEIGHTS AVE & WOODLAND AVE sb,localbus,18.2,Moderate Frequency
734,PARK HEIGHTS AVE & VIRGINIA AVE sb,localbus,18.2,Moderate Frequency
737,PARK HEIGHTS AVE & WYLIE AVE sb,localbus,18.2,Moderate Frequency
739,PARK HEIGHTS AVE & COLD SPRING LN sb,localbus,18.2,Moderate Frequency
742,PARK HEIGHTS AVE & QUANTICO AVE sb,localbus,18.2,Moderate Frequency
744,PARK HEIGHTS AVE & SHIRLEY AVE sb,localbus,18.2,Moderate Frequency
7331,PARK HEIGHTS AVE & KEYWORTH AVE sb,localbus,18.2,Moderate Frequency
746,PARK HEIGHTS AVE & SPRINGHILL AVE sb,localbus,18.2,Moderate Frequency
747,PARK HEIGHTS AVE & VIOLET AVE sb,localbus,18.2,Moderate Frequency
755,REISTERSTOWN RD & LIBERTY HEIGHTS AVE fs sb,localbus,8.2,High Frequency
8553,Reisterstown Rd & Gwynns Falls Pkwy,localbus,5.7,High Frequency
31,Reisterstown Rd & Elgin Ave,localbus,5.4,High Frequency
2625,NORTH AVE & DRUID HILL AVE eb,localbus,7.9,High Frequency
8576,NORTH AVE & MADISON AVE fs eb,localbus,5.8,High Frequency
1040,NORTH AVE & LINDEN AVE eb,localbus,8.0,High Frequency
2627,NORTH AVE & PARK AVE eb,localbus,7.9,High Frequency
7648,NORTH AVE LIGHT RAIL STATION nb,localbus,9.2,High Frequency
14248,CROSS COUNTRY,localbus,3.0,High Frequency
10563,FALLSTAFF & PARK HEIGHTS sb,localbus,32.5,Infrequent
2500,NORTH AVE & MT ROYAL AVE wb,localbus,7.7,High Frequency
2501,NORTH AVE & PARK AVE ns wb,localbus,7.7,High Frequency
781,NORTH AVE & LINDEN wb,localbus,7.5,High Frequency
783,NORTH AVE & MADISON AVE wb,localbus,5.8,High Frequency
2503,NORTH AVE & DRUID HILL AVE wb,localbus,7.6,High Frequency
1366,PENNSYLVANIA AVE & RETREAT ST nb,localbus,11.9,Moderate Frequency
1369,PENNSYLVANIA AVE & FULTON AVE nb,localbus,8.3,High Frequency
156,Reisterstown Rd & Ruskin Ave,localbus,5.5,High Frequency
1058,REISTERSTOWN RD & GWYNNS FALLS PKWY fs nb,localbus,8.6,High Frequency
164,Reisterstown Rd & Liberty Heights Ave,localbus,17.5,Moderate Frequency
165,Reisterstown Rd & Ocala Ave,localbus,18.0,Moderate Frequency
1067,PARK HEIGHTS AVE & SPRINGHILL AVE nb,localbus,18.0,Moderate Frequency
8578,PARK HEIGHTS AVE & KEYWORTH AVE fs nb,localbus,18.0,Moderate Frequency
1069,PARK HEIGHTS AVE & SHIRLEY AVE nb,localbus,18.0,Moderate Frequency
1071,PARK HEIGHTS AVE & QUANTICO AVE nb,localbus,18.0,Moderate Frequency
1074,PARK HEIGHTS AVE & COLD SPRING LN nb,localbus,17.7,Moderate Frequency
1075,PARK HEIGHTS AVE & WYLIE AVE nb,localbus,18.0,Moderate Frequency
1076,PARK HEIGHTS AVE & SUMTER AVE nb,localbus,17.7,Moderate Frequency
8579,PARK HEIGHTS AVE & VIRGINIA AVE nb,localbus,17.7,Moderate Frequency
1079,PARK HEIGHTS AVE & WOODLAND AVE nb,localbus,17.7,Moderate Frequency
1081,PARK HEIGHTS AVE & GARRISON AVE nb,localbus,17.7,Moderate Frequency
1083,PARK HEIGHTS AVE & BELVEDERE AVE fs nb,localbus,17.4,Moderate Frequency
1085,PARK HEIGHTS AVE & HAYWARD AVE nb,localbus,17.4,Moderate Frequency
1086,PARK HEIGHTS AVE & ROGERS AVE nb,localbus,17.4,Moderate Frequency
7355,PARK HEIGHTS AVE & CLARKS LN fs nb,localbus,17.1,Moderate Frequency
1098,PARK HEIGHTS AVE & LABYRINTH RD nb,localbus,17.1,Moderate Frequency
7358,7111 PARK HEIGHTS AVE mid nb,localbus,18.2,Moderate Frequency
9289,PARK HEIGHTS AVE & SEVEN MILE LN nb,localbus,18.2,Moderate Frequency
1104,PARK HEIGHTS AVE & SHELBURNE RD nb,localbus,18.2,Moderate Frequency
10807,DUE PRESSTMAN ST nb,localbus,5.0,High Frequency
6128,CROSS COUNTRY BLVD & CLARKS LN eb,localbus,18.1,Moderate Frequency
6129,CROSS COUNTRY BLVD & BANCROFT RD opp,localbus,18.3,Moderate Frequency
6131,CROSS COUNTRY BLVD & STRATHMORE AVE,localbus,18.3,Moderate Frequency
14098,ROGERS AVE METRO STATION BAY 6,localbus,21.5,Low Frequency
14103,SINAI HOSPITAL LOOP ON-STREET STOP,localbus,15.3,Moderate Frequency
8,Yellowood Ave & Flax Terr,localbus,15.4,Moderate Frequency
10,Tamarind Rd & Springarden Dr,localbus,15.4,Moderate Frequency
11,Greenspring Ave & Oakley Ave,localbus,30.4,Infrequent
12,Greenspring Ave & Woodland Ave,localbus,30.4,Infrequent
13,Due Dupont,localbus,30.4,Infrequent
15,Greenspring Ave & Dupont Ave,localbus,30.4,Infrequent
13527,MONDAWMIN METRO STATION BAY 7,localbus,8.1,High Frequency
764,CLOVERDALE RD & MCCULLOH ST,localbus,15.8,Moderate Frequency
767,WHITELOCK ST & MADISON AVE fs eb,localbus,15.8,Moderate Frequency
768,WHITELOCK ST & EUTAW PL fs eb,localbus,9.0,High Frequency
5182,WHITELOCK ST & BROOKFIELD AVE eb,localbus,8.8,High Frequency
13615,2419 LAKEVIEW AVE nb,localbus,9.0,High Frequency
1046,WHITELOCK ST & PARK AVE fs wb,localbus,8.4,High Frequency
1048,WHITELOCK ST & CALLOW AVE fs wb,localbus,8.9,High Frequency
1051,WHITELOCK ST & BROOKFIELD AVE wb,localbus,8.4,High Frequency
1052,WHITELOCK ST & EUTAW PL wb,localbus,8.6,High Frequency
5184,EUTAW PL & PRESSTMAN ST sb,localbus,15.8,Moderate Frequency
5186,EUTAW PL & MCMECHEN ST sb,localbus,15.8,Moderate Frequency
