stop_id_raw,stop_name,mode,Headway_Min,Freq_Class
5188,EUTAW PL & LAFAYETTE AVE sb,localbus,15.8,Moderate Frequency
5190,EUTAW PL & DOLPHIN ST sb,localbus,15.8,Moderate Frequency
5191,EUTAW ST & 29TH DIVISION ST opp sb,localbus,11.2,Moderate Frequency
5853,GUILFORD AVE & EAGER ST sb,localbus,15.3,Moderate Frequency
12357,FALLSWAY & GAY ST fs nb,localbus,8.6,High Frequency
5861,FALLSWAY & HIGH ST nb,localbus,8.2,High Frequency
5862,FALLSWAY & MADISON ST nb,localbus,16.1,Moderate Frequency
5863,FALLSWAY & EAGER ST fs nb,localbus,16.1,Moderate Frequency
5864,FALLSWAY & CHASE ST fs nb,localbus,16.1,Moderate Frequency
5235,EUTAW PL & LANVALE nb,localbus,16.1,Moderate Frequency
5238,EUTAW PL & MCMECHEN ST nb,localbus,16.1,Moderate Frequency
5239,EUTAW PL & WILSON ST nb,localbus,16.1,Moderate Frequency
7206,EUTAW PL & PRESSTMAN ST nb,localbus,16.1,Moderate Frequency
12693,EUTAW PL & BROOKS LA,localbus,16.1,Moderate Frequency
1053,CLOVERDALE RD & MADISON AVE wb,localbus,16.1,Moderate Frequency
12851,GREENSPRING AVE & OSWEGO AVE nb,localbus,30.5,Infrequent
10292,GREENSPRING AVE & DUPONT AVE nb fs,localbus,30.5,Infrequent
178,Greenspring Ave & Woodland Ave,localbus,30.5,Infrequent
179,Greenspring Ave & Springarden Dr,localbus,30.5,Infrequent
6127,CROSS COUNTRY BLVD & LABYRINTH RD eb,localbus,15.2,Moderate Frequency
12747,TANEY RD & BAYWOOD AVE,localbus,15.2,Moderate Frequency
12744,WILLOW GLEN DR & PIMLICO RD eb,localbus,15.2,Moderate Frequency
12757,TANEY RD & BARTOL AVE sb,localbus,25.4,Low Frequency
12758,TANEY RD & BAYWOOD AVE sb,localbus,25.4,Low Frequency
6009,CROSS COUNTRY BLVD & TANEY RD fs,localbus,25.4,Low Frequency
6011,CROSS COUNTRY BLVD & BANCROFT RD fs,localbus,25.2,Low Frequency
6012,CROSS COUNTRY BLVD & CLARKS LN,localbus,25.2,Low Frequency
4844,PIMLICO RD & KEN OAK RD fs sb,localbus,37.6,Infrequent
4845,KEN OAK RD & GREENSPRING AVE eb,localbus,37.5,Infrequent
10910,CROSS COUNTRY BLVD & SULGRAVE AVE nb,localbus,37.6,Infrequent
10883,CROSS COUNTRY BLVD & CHILHAM RD nb,localbus,37.5,Infrequent
14033,CROSS COUNTRY BLVD & KELLY AV nb ns,localbus,37.5,Infrequent
4850,2021 KELLY AVE eb,localbus,37.5,Infrequent
4853,KELLY AVE & SULGRAVE AVE eb,localbus,37.5,Infrequent
4857,FALLS RD & NORTHERN PKWYsb,localbus,37.5,Infrequent
4859,FALLS RD & EDGEVALE RD MB sb,localbus,37.5,Infrequent
4860,FALLS RD & CROSS KEYS BLVD fs sb,localbus,37.5,Infrequent
4861,FALLS RD & HARVEST RD sb,localbus,37.5,Infrequent
12732,FALLS RD & HAMILL RD sb,localbus,37.5,Infrequent
10911,FALLS RD & HILLSIDE RD fs sb,localbus,37.5,Infrequent
315,FALLS RD & COLD SPRING LN sb,localbus,36.4,Infrequent
317,FALLS RD & ROLAND HEIGHTS AVE sb,localbus,38.8,Infrequent
319,FALLS RD & 41ST ST sb,localbus,38.8,Infrequent
10912,FALLS RD & COX ST sb,localbus,38.8,Infrequent
4872,FALLS RD & UNION AVE sb,localbus,38.8,Infrequent
12708,36TH ST & FALLS RD fs eb,localbus,38.8,Infrequent
4896,HOWARD ST & 23RD ST sb,localbus,38.8,Infrequent
4898,HOWARD ST & 21ST ST sb,localbus,38.8,Infrequent
4899,HOWARD ST & NORTH AVE sb,localbus,38.8,Infrequent
4900,HOWARD ST & JOHN ST sb,localbus,38.9,Infrequent
4903,HOWARD ST & READ ST fs sb,localbus,38.8,Infrequent
4904,HOWARD ST & MADISON ST sb,localbus,38.9,Infrequent
74,Charles St & Hill St,localbus,40.2,Infrequent
77,Hanover St & Cross St,localbus,40.2,Infrequent
79,Hanover St & Ostend St,localbus,40.2,Infrequent
80,Hanover St & Clement St,localbus,40.2,Infrequent
81,Fort Ave & Charles St,localbus,40.2,Infrequent
82,Fort Ave & Light St,localbus,40.2,Infrequent
84,Fort Ave & Riverside Ave,localbus,40.2,Infrequent
86,Fort Ave & Jackson St,localbus,40.2,Infrequent
89,Fort Ave & Lawrence St,localbus,40.2,Infrequent
91,Fort Ave & Woodall St,localbus,40.2,Infrequent
93,Fort Ave & Decatur St,localbus,37.6,Infrequent
95,Fort Ave & Andre St,localbus,40.2,Infrequent
97,Fort McHenry,localbus,20.4,Low Frequency
99,Fort Ave & Andre St,localbus,40.2,Infrequent
102,Fort Ave & Decatur St,localbus,37.6,Infrequent
104,Fort Ave & Woodall St,localbus,37.6,Infrequent
105,Fort Ave & Lawrence St,localbus,37.6,Infrequent
108,Fort Ave & Jackson St,localbus,37.6,Infrequent
110,Fort Ave & Riverside Ave,localbus,37.6,Infrequent
112,Fort Ave & Light St,localbus,37.6,Infrequent
5003,HOWARD ST & PRESTON ST fs nb,localbus,40.2,Infrequent
4070,DOLPHIN ST & HOWARD ST fs wb,localbus,38.9,Infrequent
5005,HOWARD ST & NORTH AVE nb,localbus,37.6,Infrequent
5006,HOWARD ST & 20TH ST nb,localbus,40.2,Infrequent
5009,HOWARD ST & 23RD ST nb,localbus,40.2,Infrequent
5011,HOWARD ST & 25TH ST,localbus,40.2,Infrequent
5012,HOWARD ST & 26TH ST nb,localbus,40.2,Infrequent
5031,36TH ST & FALLS RD wb,localbus,40.2,Infrequent
5032,FALLS RD & 37TH ST nb,localbus,40.2,Infrequent
4871,FALLS RD & MORLING AVE opp nb,localbus,40.2,Infrequent
5034,FALLS RD & 41ST ST nb,localbus,40.2,Infrequent
5035,FALLS RD & 42ND ST nb,localbus,40.2,Infrequent
5037,FALLS RD & WOOD HEIGHTS AVE nb,localbus,40.2,Infrequent
5038,FALLS RD & COLDSPRING LAnb,localbus,40.2,Infrequent
5040,FALLS RD & SPATHS LAnb,localbus,40.2,Infrequent
4863,FALLS RD & HILLSIDE RD fs nb,localbus,40.2,Infrequent
5041,FALLS RD & CROSS KEYS opp nb,localbus,40.2,Infrequent
10908,FALLS RD & HARVEST RD nb,localbus,40.2,Infrequent
5042,FALLS RD & ELMWOOD RD fs nb,localbus,40.2,Infrequent
5043,FALLS RD & ENGLEWOOD RD nb,localbus,40.2,Infrequent
5044,FALLS RD & FALLS ROAD TERR nb,localbus,40.2,Infrequent
5052,KELLY AVE & POPLIN AVE wb,localbus,38.9,Infrequent
5054,CROSS COUNTRY BLVD & CHILHAM RD sb,localbus,38.9,Infrequent
4847,CROSS COUNTRY BLVD & SULGRAVE AVE sb,localbus,38.9,Infrequent
5057,KEN OAK RD & GREENSPRING AVE wb,localbus,38.9,Infrequent
12665,PIMLICO RD & ROGERS AVE sb,localbus,38.9,Infrequent
12459,DUE FORT AVE & DECATUR ST eb,localbus,5.0,High Frequency
6654,ROLAND AVE & BELLMORE RD fs sb,localbus,16.5,Moderate Frequency
6655,ROLAND AVE & MELROSE AVE sb,localbus,30.0,Low Frequency
6656,ROLAND AVE & ST GEORGE RD fs sb,localbus,30.0,Low Frequency
6657,ROLAND AVE & NORTHERN PKWY fs sb,localbus,30.0,Low Frequency
6658,ROLAND AVE & ST MARY'S SEMINARY sb,localbus,30.0,Low Frequency
6660,ROLAND AVE & DEEPDENE RD sb,localbus,29.9,Low Frequency
10953,ROLAND AVE & BEECHDALE RD sb,localbus,29.9,Low Frequency
6663,ROLAND AVE & UPLAND RD sb,localbus,28.1,Low Frequency
6665,ROLAND AVE & OAKDALE RD sb,localbus,28.1,Low Frequency
6667,ROLAND AVE & COLDSPRING LN sb,localbus,28.1,Low Frequency
6674,ROLAND AVE & SOMERSET RD opp sb,localbus,28.1,Low Frequency
482,SAINT PAUL ST & 31ST ST sb,localbus,12.3,Moderate Frequency
483,SAINT PAUL ST & 29TH ST sb,localbus,12.3,Moderate Frequency
484,SAINT PAUL ST & 27TH ST sb,localbus,12.2,Moderate Frequency
486,SAINT PAUL ST & 25TH ST sb,localbus,12.3,Moderate Frequency
488,SAINT PAUL ST & 22ND ST sb,localbus,12.9,Moderate Frequency
493,SAINT PAUL ST & PENN STATION fs sb,localbus,8.1,High Frequency
494,SAINT PAUL ST & PRESTON ST sb,localbus,7.8,High Frequency
495,SAINT PAUL ST & BIDDLE ST fs sb,localbus,7.8,High Frequency
507,SAINT PAUL ST between CHASE ST & EAGER ST sb,localbus,8.0,High Frequency
509,SAINT PAUL ST & MADISON ST sb,localbus,7.5,High Frequency
511,SAINT PAUL ST between MONUMENT ST & CENTRE ST sb,localbus,7.9,High Frequency
512,SAINT PAUL PL & MULBERRY ST mb sb,localbus,7.9,High Frequency
514,SAINT PAUL PL & SARATOGA ST sb,localbus,7.9,High Frequency
515,SAINT PAUL PL & LEXINGTON ST sb,localbus,7.5,High Frequency
6709,UNIVERSITY PKWY & SOMERSET RD nb,localbus,28.6,Low Frequency
5029,ROLAND AVE & COLD SPRING LN fs nb,localbus,28.5,Low Frequency
6711,ROLAND AVE & OAKDALE RD nb,localbus,28.6,Low Frequency
6713,ROLAND AVE & UPLAND RD nb,localbus,28.6,Low Frequency
6715,ROLAND AVE & WYNDHURST AVE nb,localbus,28.6,Low Frequency
6717,ROLAND AVE & COLORADO AVE nb,localbus,28.5,Low Frequency
1544,ROLAND AVE & GILMAN SCHOOL nb,localbus,30.6,Infrequent
6649,ROLAND AVE & NORTHERN PKWY nb,localbus,30.5,Infrequent
6650,ROLAND AVE & ST GEORGE RD nb,localbus,30.6,Infrequent
6651,ROLAND AVE & MELROSE AVE nb,localbus,30.5,Infrequent
8995,LOCH RAVEN BLVD & WALKER AVE fs sb,localbus,9.5,High Frequency
440,LOCH RAVEN BLVD & MERIDENE DR sb,localbus,9.5,High Frequency
449,LOCH RAVEN BLVD & NORTHERN PKWY sb,localbus,9.4,High Frequency
453,LOCH RAVEN BLVD & BELVEDERE AVE sb,localbus,16.9,Moderate Frequency
455,LOCH RAVEN BLVD & WOODBOURNE AVE sb,localbus,16.9,Moderate Frequency
456,LOCH RAVEN BLVD & HARTSDALE RD sb,localbus,16.9,Moderate Frequency
458,LOCH RAVEN BLVD & KITMORE RD sb,localbus,16.9,Moderate Frequency
5811,LOCH RAVEN BLVD & COLDSPRING LN sb,localbus,16.9,Moderate Frequency
464,LOCH RAVEN BLVD & MARBLE HALL RD sb,localbus,16.9,Moderate Frequency
465,LOCH RAVEN BLVD & HAVENWOOD RD sb,localbus,16.9,Moderate Frequency
467,LOCH RAVEN BLVD & GREENDALE RD fs sb,localbus,10.8,Moderate Frequency
564,LOCH RAVEN BLVD & GREENDALE RD nb,localbus,10.3,Moderate Frequency
566,LOCH RAVEN BLVD & HAVENWOOD RD nb,localbus,10.2,Moderate Frequency
567,LOCH RAVEN BLVD & NORTHWICK RD nb,localbus,10.4,Moderate Frequency
572,LOCH RAVEN BLVD & KITMORE RD nb,localbus,16.0,Moderate Frequency
573,LOCH RAVEN BLVD & WINFORD RD nb,localbus,16.0,Moderate Frequency
577,LOCH RAVEN BLVD & WOODBOURNE AVE nb,localbus,16.0,Moderate Frequency
579,LOCH RAVEN BLVD & BELVEDERE AVE nb,localbus,15.7,Moderate Frequency
583,LOCH RAVEN BLVD & NORTHERN PKWY nb,localbus,16.2,Moderate Frequency
919,CEDONIA AVE & BAYONNE AVE opp,localbus,8.1,High Frequency
12334,CEDONIA AVE & HAZELWOOD SWIM CLUB wb,localbus,15.5,Moderate Frequency
921,CEDONIA AVE & WHITBY RD mid sb,localbus,15.3,Moderate Frequency
923,CEDONIA AVE & RADECKE AVE fs sb,localbus,15.3,Moderate Frequency
925,SINCLAIR LN & CEDGATE RD wb,localbus,15.3,Moderate Frequency
911,SINCLAIR LN & GARDENVILLAGE APARTMENTS wb,localbus,15.3,Moderate Frequency
926,SINCLAIR LN & SINCLAIR PLAZA wb,localbus,15.3,Moderate Frequency
14132,BALTIMORE ARENA BAY 1,localbus,12.4,Moderate Frequency
907,SINCLAIR LN & PARKSIDE PLAZA eb,localbus,16.0,Moderate Frequency
908,SINCLAIR LN & GOODNOW fs eb,localbus,17.5,Moderate Frequency
909,SINCLAIR LN & FRANKFORD AVE eb,localbus,15.8,Moderate Frequency
12672,SINCLAIR LA & SINCLAIR PLAZA,localbus,15.8,Moderate Frequency
12331,SINCLAIR LN & CEDGATE RD,localbus,15.8,Moderate Frequency
912,CEDONIA & DAYWALT fs nb,localbus,15.8,Moderate Frequency
913,CEDONIA AVE & RADECKE AVE fs nb,localbus,15.8,Moderate Frequency
915,CEDONIA AVE & WHITBY RD nb,localbus,15.8,Moderate Frequency
12306,CEDONIA AVE & HAZELWOOD CIR opp,localbus,15.8,Moderate Frequency
3146,BELAIR RD & FLEETWOOD AVE sb,localbus,15.0,Moderate Frequency
3150,BELAIR RD & GLENMORE AVE sb,localbus,14.8,Moderate Frequency
3153,BELAIR RD & CENTURY RD sb,localbus,14.8,Moderate Frequency
12460,BELAIR RD & GARDENVILLE LOOP sb,localbus,25.8,Low Frequency
3170,BELAIR RD & MORAVIA RD sb,localbus,15.0,Moderate Frequency
3179,BELAIR RD & ERDMAN AVE sb,localbus,15.2,Moderate Frequency
3188,BELAIR RD & NORTH AVE sb,localbus,15.2,Moderate Frequency
13748,GAY ST & MONTFORD AVE nb,localbus,15.0,Moderate Frequency
3078,BELAIR RD & ERDMAN AVE nb,localbus,14.7,Moderate Frequency
3100,BELAIR RD & CENTURY RD opp nb,localbus,14.9,Moderate Frequency
3101,BELAIR RD & PARKMONT AVE nb,localbus,15.3,Moderate Frequency
3107,BELAIR RD & FLEETWOOD AVE opp nb,localbus,14.8,Moderate Frequency
7524,HOWARD ST & PRATT ST fs nb,localbus,15.0,Moderate Frequency
2067,HOWARD ST & REDWOOD ST opp nb,localbus,15.0,Moderate Frequency
2069,HOWARD ST & FAYETTE ST nb,localbus,26.5,Low Frequency
2936,HOWARD ST & LEXINGTON ST nb,localbus,26.5,Low Frequency
2072,HOWARD ST & SARATOGA ST mid nb,localbus,26.5,Low Frequency
2073,HOWARD ST & FRANKLIN ST nb,localbus,26.5,Low Frequency
2074,HOWARD ST & CENTRE ST nb,localbus,26.5,Low Frequency
2664,WOLFE ST & MCELDERRY ST fs,localbus,11.5,Moderate Frequency
972,MADISON ST & BOND ST wb,localbus,20.1,Low Frequency
1001,MADISON ST & CENTRAL AVE wb,localbus,20.1,Low Frequency
7529,HOWARD ST & CAMDEN ST sb,localbus,23.6,Low Frequency
14133,BALTIMORE ARENA BAY 2,localbus,13.7,Moderate Frequency
11408,PRESIDENT ST & EASTERN AVE sb,localbus,31.0,Infrequent
11411,FLEET ST & EXETER ST eb,localbus,31.0,Infrequent
11409,FLEET ST & CAROLINE ST eb,localbus,31.0,Infrequent
9486,CAROLINE ST & EASTERN AVE fs sb,localbus,15.3,Moderate Frequency
12377,FLEET ST & ALBEMARLE ST wb,localbus,27.3,Low Frequency
11420,President St & Fawn St,localbus,27.3,Low Frequency
10544,FRANKLIN ST & PULASKI ns wb,localbus,27.3,Low Frequency
1014,EUTAW ST & MULBERRY ST fs nb,localbus,9.4,High Frequency
13664,HOWARD ST & PRATT ST ns (CONVENTION CENTER),localbus,28.8,Low Frequency
10534,Baltimore St & President St,localbus,7.9,High Frequency
12624,Baltimore St & Exeter St,localbus,7.7,High Frequency
3740,Baltimore St & Aisquith St,localbus,7.7,High Frequency
4463,Central Ave & Fayette St,localbus,8.0,High Frequency
4655,Fayette St & Caroline St,localbus,8.0,High Frequency
4470,Fayette St & Wolfe St,localbus,7.8,High Frequency
4472,FAYETTE ST & CHESTER eb,localbus,7.7,High Frequency
4474,Fayette St & Patterson Park Ave,localbus,7.7,High Frequency
4475,Fayette St & Montford Ave,localbus,7.8,High Frequency
4476,Fayette St & Milton Ave,localbus,7.7,High Frequency
10899,FAYETTE ST & LINWOOD AVE eb,localbus,7.8,High Frequency
4481,FAYETTE ST & ELLWOOD AVE fs eb,localbus,8.6,High Frequency
10765,MASON LORD DR & BAYVIEW MED OFFICES,localbus,14.6,Moderate Frequency
13783,LOMBARD ST & BIOSCIENCE DR fs wb,localbus,8.0,High Frequency
2026,EASTERN AVE & BAYVIEW BLVD fs wb,localbus,15.5,Moderate Frequency
4641,Fayette St & Ellwood Ave,localbus,7.6,High Frequency
4643,Fayette St & Linwood Ave,localbus,7.6,High Frequency
4646,Fayette St & Rose St,localbus,7.7,High Frequency
4647,Fayette St & Montford Ave,localbus,7.6,High Frequency
4648,Fayette St & Patterson Park Ave,localbus,7.6,High Frequency
4649,Fayette St & Chester St,localbus,7.7,High Frequency
4652,Fayette St & Wolfe St,localbus,7.7,High Frequency
998,Fayette St & Caroline St,localbus,7.6,High Frequency
4657,Fayette St & Central Ave,localbus,7.7,High Frequency
3894,Fayette St & Aisquith St,localbus,7.5,High Frequency
3897,Fayette St & Front St,localbus,7.4,High Frequency
4681,FRANKLIN ST & WARWICK AVE wb,localbus,15.8,Moderate Frequency
6245,DUE COVINGTON,localbus,2.5,High Frequency
2173,MARYLAND AVE & MT. ROYAL,localbus,5.0,High Frequency
3147,BELAIR RD & KENWOOD AVE sb,localbus,16.2,Moderate Frequency
3151,BELAIR RD & SPRINGWOOD AVE opp sb,localbus,16.2,Moderate Frequency
3152,BELAIR RD & PARKMONT AVE sb,localbus,16.2,Moderate Frequency
3154,BELAIR RD & GLENARM AVE sb,localbus,16.2,Moderate Frequency
3155,BELAIR RD & KINSWAY sb,localbus,16.2,Moderate Frequency
3157,BELAIR RD & HAMILTON AVE sb,localbus,16.5,Moderate Frequency
3172,BELAIR RD & NICHOLAS AVE sb,localbus,16.5,Moderate Frequency
3173,BELAIR RD & PARKSIDE DR fs sb,localbus,16.5,Moderate Frequency
3175,BELAIR RD & CHESTERFIELD AVE sb,localbus,16.5,Moderate Frequency
3176,BELAIR RD & BRENDAN AVE sb,localbus,16.5,Moderate Frequency
10463,BELAIR RD & CLIFTMONT AVE opp sb,localbus,16.5,Moderate Frequency
3181,BELAIR RD & SHOPPING CENTER opp sb,localbus,16.2,Moderate Frequency
3182,BELAIR & ELMLEY opp sb,localbus,16.5,Moderate Frequency
3186,BELAIR RD & SINCLAIR LN sb,localbus,16.5,Moderate Frequency
3189,GAY ST & PATTERSON PARK AVE sb,localbus,16.9,Moderate Frequency
3190,GAY & COLLINGTON sb,localbus,16.9,Moderate Frequency
3191,GAY ST & CHESTER ST sb,localbus,16.7,Moderate Frequency
3192,GAY ST & OLIVER ST sb,localbus,16.9,Moderate Frequency
3194,GAY ST & N WOLFE ST sb,localbus,16.9,Moderate Frequency
3196,BROADWAY & BIDDLE ST fs sb,localbus,16.7,Moderate Frequency
3197,BROADWAY & CHASE fs sb,localbus,16.7,Moderate Frequency
13340,BROADWAY & ASHLAND sb,localbus,16.9,Moderate Frequency
14028,N BROADWAY SB & MONUMENT STns,localbus,16.6,Moderate Frequency
13803,BROADWAY & FAYETTE ST sb,localbus,16.9,Moderate Frequency
14160,BROADWAY & BALTIMORE ST sb ns,localbus,16.9,Moderate Frequency
14159,BROADWAY & LOMBARD ST nb ns,localbus,17.0,Moderate Frequency
13800,BROADWAY & FAYETTE fs nb,localbus,17.0,Moderate Frequency
13797,BROADWAY & MONUMENT ST nb,localbus,16.7,Moderate Frequency
13798,BROADWAY & MADISON ST fs nb,localbus,16.7,Moderate Frequency
3059,BROADWAY & EAGER ST eb,localbus,16.7,Moderate Frequency
3061,GAY & BIDDLE nb,localbus,16.8,Moderate Frequency
14193,GAY ST & N WOLFE ST,localbus,16.8,Moderate Frequency
3063,GAY ST & WASHINGTON ST nb,localbus,16.7,Moderate Frequency
3064,GAY ST & CHESTER ST nb,localbus,16.8,Moderate Frequency
3065,GAY ST & LANVALE ST nb,localbus,16.8,Moderate Frequency
3066,GAY ST & PATTERSON PARK AVE nb,localbus,16.8,Moderate Frequency
3069,BELAIR RD & SINCLAIR LN nb,localbus,16.5,Moderate Frequency
3071,BELAIR RD & RAVENWOOD AVE nb,localbus,16.3,Moderate Frequency
3073,BELAIR RD & ELMLEY AVE nb,localbus,16.3,Moderate Frequency
3074,BELAIR RD & BELAIR-EDISON CROSSING nb,localbus,16.3,Moderate Frequency
3075,BELAIR RD & CLIFTMONT AVE nb,localbus,16.3,Moderate Frequency
3080,BELAIR RD & BRENDAN AVE nb,localbus,16.3,Moderate Frequency
3081,BELAIR RD & CHESTERFIELD AVE nb,localbus,16.4,Moderate Frequency
3083,BELAIR RD & PARKSIDE DR nb,localbus,16.4,Moderate Frequency
3084,BELAIR RD & NICHOLAS AVE fs nb,localbus,16.3,Moderate Frequency
8915,BELAIR RD & STANWOOD AVE nb,localbus,16.4,Moderate Frequency
3096,BELAIR RD & ARIZONA AVE nb,localbus,16.6,Moderate Frequency
3097,BELAIR RD & HAMILTON AVE nb,localbus,16.6,Moderate Frequency
3098,BELAIR RD & WHITE AVE fs nb,localbus,16.6,Moderate Frequency
3099,BELAIR RD & GLENARM AVE nb,localbus,16.6,Moderate Frequency
3102,BELAIR RD & RASPE AVE nb,localbus,16.6,Moderate Frequency
3103,BELAIR RD & GLENMORE AVE nb,localbus,16.6,Moderate Frequency
7129,BELAIR RD & KENWOOD AVE nb,localbus,16.3,Moderate Frequency
10446,BOSTON ST & ELLWOOD AVE wb,localbus,35.6,Infrequent
10447,BOSTON ST & KENWOOD AVE wb,localbus,35.6,Infrequent
10448,BOSTON ST & O'DONNELLST wb,localbus,35.6,Infrequent
12309,BOSTON ST & THE CAN COwb,localbus,35.6,Infrequent
12308,BOSTON ST & MONTFORD AVE wb,localbus,35.6,Infrequent
11415,FLEET ST & CHESTER ST fs wb,localbus,35.6,Infrequent
2435,WASHINGTON ST & EASTERN AVE nb,localbus,35.6,Infrequent
2464,WASHINGTON ST & GOUGH nb,localbus,35.6,Infrequent
2465,WASHINGTON ST & PRATT ST nb,localbus,35.6,Infrequent
10571,WASHINGTON ST & FAYETTE ST nb,localbus,35.6,Infrequent
2468,WASHINGTON ST & ORLEANS ST nb,localbus,35.6,Infrequent
12310,WASHINGTON ST & MONUMENT ST nb,localbus,35.6,Infrequent
2470,WASHINGTON ST & MADISON ST nb,localbus,35.6,Infrequent
12501,NORTH AVE & HARFORD RD wb,localbus,12.6,Moderate Frequency
2485,NORTH AVE & AISQUITH ST fs wb,localbus,12.7,Moderate Frequency
2488,NORTH AVE & HOMEWOOD AVE wb,localbus,12.7,Moderate Frequency
2639,NORTH AVE & GREENMOUNT AVE fs wb,localbus,7.9,High Frequency
2492,NORTH AVE & GUILFORD AVE wb,localbus,7.6,High Frequency
2494,NORTH AVE & SAINT PAUL ST fs wb,localbus,12.7,Moderate Frequency
2496,NORTH AVE & MARYLAND AVE wb,localbus,12.7,Moderate Frequency
12557,NORTH AVE & HOWARD ST wb,localbus,12.7,Moderate Frequency
2499,NORTH AVE & NORTH AVE LIGHT RAIL STATION wb,localbus,12.9,Moderate Frequency
2509,NORTH AVE & FULTON AVE wb,localbus,12.2,Moderate Frequency
2511,NORTH AVE & PAYSON ST wb,localbus,12.2,Moderate Frequency
2513,NORTH AVE & SMALLWOOD wb,localbus,12.3,Moderate Frequency
2514,NORTH AVE & BENTALOU ST wb,localbus,12.3,Moderate Frequency
2527,EDGEWOOD ST & WALBROOK AVE opp wb,localbus,12.6,Moderate Frequency
14145,NORTH AVE & DENISON ST layover eb ns,localbus,12.6,Moderate Frequency
9576,PATTERSON PARK AVE & LANVALE sb,localbus,9.5,High Frequency
866,FEDERAL & MONTFORD eb,localbus,18.7,Moderate Frequency
2457,MILTON & FEDERAL fs nb,localbus,18.8,Moderate Frequency
2459,MILTON AVE & NORTH AVE nb ns,localbus,18.8,Moderate Frequency
8602,NORTH AVE & BELAIR fs wb,localbus,18.8,Moderate Frequency
2461,NORTH AVE & PATTERSON PARK wb,localbus,19.1,Moderate Frequency
2462,NORTH AVE & COLLINGTON wb,localbus,18.8,Moderate Frequency
8603,NORTH AVE & WASHINGTON ST wb,localbus,19.1,Moderate Frequency
2615,NORTH AVE & BENTALOU ST eb,localbus,12.7,Moderate Frequency
2618,NORTH AVE & PAYSON ST eb,localbus,12.6,Moderate Frequency
2620,NORTH AVE & FULTON AVE eb,localbus,12.3,Moderate Frequency
2623,NORTH AVE & PENNSYLVANIA AVE eb,localbus,12.0,Moderate Frequency
2628,NORTH AVE & MOUNT ROYAL AVE eb,localbus,12.0,Moderate Frequency
2629,NORTH AVE & NORTH AVE LIGHT RAIL STATION opp eb,localbus,12.0,Moderate Frequency
12302,NORTH AVE & HOWARD ST fs eb,localbus,12.0,Moderate Frequency
2633,NORTH AVE & CHARLES ST eb,localbus,12.0,Moderate Frequency
12301,NORTH AVE & SAINT PAUL ST eb,localbus,7.6,High Frequency
2489,NORTH AVE & GREENMOUNT AVE eb,localbus,12.0,Moderate Frequency
2641,NORTH AVE & HOMEWOOD AVE opp eb,localbus,11.9,Moderate Frequency
2643,NORTH AVE & AISQUITH ST eb,localbus,11.9,Moderate Frequency
8625,NORTH AVE & WASHINGTON ST eb,localbus,18.9,Moderate Frequency
2676,NORTH AVE & CHESTER eb,localbus,18.9,Moderate Frequency
2678,NORTH AVE & PATTERSON PARK eb,localbus,18.9,Moderate Frequency
2662,WOLFE ST & MONUMENT ST fs sb,localbus,30.8,Infrequent
2666,WOLFE ST & ORLEANS sb,localbus,30.8,Infrequent
10577,WOLFE ST & FAYETTE ST sb,localbus,30.8,Infrequent
2669,WOLFE ST & BALTIMORE sb,localbus,30.8,Infrequent
2670,WOLFE ST & LOMBARD ST sb,localbus,30.8,Infrequent
2671,WOLFE ST & PRATT ST sb,localbus,30.8,Infrequent
2672,WOLFE ST & GOUGH sb,localbus,30.8,Infrequent
2674,WOLFE ST & EASTERN AVE sb,localbus,30.8,Infrequent
11418,FLEET ST & WOLFE ST eb,localbus,30.8,Infrequent
11414,BOSTON ST & ALICEANNA ST eb,localbus,30.8,Infrequent
10431,BOSTON ST & MONTFORD AVE eb,localbus,30.8,Infrequent
10432,BOSTON ST & O'DONNELL ST eb,localbus,30.8,Infrequent
10433,BOSTON ST & KENWOOD AVE eb,localbus,30.9,Infrequent
10434,BOSTON ST & ELLWOOD AVE eb,localbus,30.9,Infrequent
12697,BOSTON ST & CLINTON ST eb,localbus,30.9,Infrequent
450,LOCH RAVEN BLVD & SHERWOOD AVE sb,localbus,18.0,Moderate Frequency
451,LOCH RAVEN BLVD & GLENEAGLE RD fs sb,localbus,18.0,Moderate Frequency
454,LOCH RAVEN BLVD & LOCHNER RD sb,localbus,18.0,Moderate Frequency
461,LOCH RAVEN BLVD & PENTRIDGE RD fs sb,localbus,18.0,Moderate Frequency
466,LOCH RAVEN & ARGONNE sb,localbus,18.0,Moderate Frequency
468,THE ALAMEDA & 36TH ST sb,localbus,11.4,Moderate Frequency
565,LOCH RAVEN & ARGONNE nb,localbus,10.8,Moderate Frequency
8996,LOCH RAVEN BLVD & COLD SPRING LA nb,localbus,10.8,Moderate Frequency
571,LOCH RAVEN BLVD & PENTRIDGE RD fs nb,localbus,17.4,Moderate Frequency
578,LOCH RAVEN BLVD & LOCHNER RD fs nb,localbus,17.2,Moderate Frequency
581,LOCH RAVEN & GLENEAGLE nb,localbus,17.2,Moderate Frequency
582,LOCH RAVEN BLVD & SHERWOOD AVE nb,localbus,17.2,Moderate Frequency
9255,LIBERTY HEIGHTS AVE & ROGERS AVE sb,localbus,14.4,Moderate Frequency
5127,LIBERTY HEIGHTS AVE & MILFORD AVE sb,localbus,14.4,Moderate Frequency
5129,LIBERTY HTS & HOWARD PARK AVE sb,localbus,14.5,Moderate Frequency
